;0
0;0.44
1;0.44
2;0.44
3;0.44
4;0.44
5;0.44
6;0.44
7;0.44
8;0.44
9;0.44
10;0.44
11;0.44
12;0.44
13;0.44
14;0.44
15;0.44
16;0.44
17;0.44
18;0.44
19;0.44
20;0.44
21;0.44
22;0.44
23;0.44
24;0.44
25;0.44
26;0.44
27;0.44
28;0.44
29;0.44
30;0.44
31;0.44
32;0.44
33;0.44
34;0.44
35;0.44
36;0.44
37;0.44
38;0.44
39;0.44
40;0.44
41;0.43
42;0.43
43;0.43
44;0.43
45;0.44
46;0.44
47;0.44
48;0.44
49;0.43
50;0.43
51;0.43
52;0.43
53;0.43
54;0.43
55;0.43
56;0.43
57;0.43
58;0.43
59;0.43
60;0.43
61;0.43
62;0.43
63;0.43
64;0.43
65;0.43
66;0.43
67;0.43
68;0.43
69;0.43
70;0.43
71;0.43
72;0.43
73;0.43
74;0.43
75;0.43
76;0.43
77;0.43
78;0.43
79;0.43
80;0.43
81;0.43
82;0.43
83;0.43
84;0.43
85;0.43
86;0.43
87;0.43
88;0.43
89;0.43
90;0.43
91;0.43
92;0.43
93;0.43
94;0.43
95;0.43
96;0.43
97;0.43
98;0.43
99;0.43
100;0.43
101;0.43
102;0.43
103;0.43
104;0.43
105;0.43
106;0.43
107;0.43
108;0.43
109;0.43
110;0.43
111;0.43
112;0.43
113;0.43
114;0.43
115;0.43
116;0.43
117;0.43
118;0.43
119;0.43
120;0.43
121;0.43
122;0.43
123;0.43
124;0.43
125;0.43
126;0.43
127;0.43
128;0.43
129;0.43
130;0.43
131;0.43
132;0.43
133;0.43
134;0.43
135;0.43
136;0.43
137;0.43
138;0.43
139;0.43
140;0.43
141;0.43
142;0.43
143;0.43
144;0.43
145;0.43
146;0.43
147;0.43
148;0.43
149;0.43
150;0.43
151;0.43
152;0.43
153;0.43
154;0.43
155;0.43
156;0.43
157;0.42
158;0.42
159;0.42
160;0.42
161;0.42
162;0.42
163;0.42
164;0.42
165;0.42
166;0.42
