;0
0;0.44
1;0.44
2;0.44
3;0.44
4;0.44
5;0.44
6;0.44
7;0.44
8;0.43
9;0.43
10;0.43
11;0.43
12;0.43
13;0.43
14;0.43
15;0.43
16;0.43
17;0.43
18;0.43
19;0.43
20;0.43
21;0.43
22;0.42
23;0.42
24;0.42
25;0.42
26;0.42
27;0.42
28;0.42
29;0.42
30;0.42
31;0.42
32;0.42
33;0.42
34;0.42
35;0.42
36;0.42
37;0.42
38;0.42
39;0.42
40;0.42
41;0.42
42;0.42
43;0.42
44;0.42
45;0.42
46;0.42
47;0.42
48;0.42
49;0.42
50;0.42
51;0.42
52;0.41
53;0.42
54;0.42
55;0.42
56;0.42
57;0.42
58;0.41
59;0.41
60;0.41
61;0.41
62;0.41
63;0.41
64;0.41
65;0.41
66;0.41
67;0.41
68;0.41
69;0.41
70;0.41
71;0.41
72;0.41
73;0.41
74;0.41
75;0.41
76;0.41
77;0.41
78;0.41
79;0.41
80;0.41
81;0.41
82;0.41
83;0.41
84;0.41
85;0.41
86;0.41
87;0.41
88;0.4
89;0.4
90;0.41
91;0.4
92;0.4
93;0.4
94;0.4
95;0.4
96;0.4
97;0.4
98;0.4
99;0.4
100;0.4
101;0.4
102;0.4
103;0.4
104;0.4
105;0.4
106;0.4
107;0.4
108;0.4
109;0.4
110;0.4
111;0.4
112;0.4
113;0.4
114;0.4
115;0.4
116;0.4
117;0.4
118;0.4
119;0.4
120;0.4
121;0.4
122;0.4
123;0.4
124;0.4
125;0.4
126;0.4
127;0.39
128;0.39
129;0.39
130;0.39
131;0.39
132;0.39
133;0.39
134;0.39
135;0.39
136;0.39
137;0.39
138;0.39
139;0.39
140;0.39
141;0.39
142;0.39
143;0.39
144;0.39
145;0.39
146;0.39
147;0.39
148;0.39
149;0.39
150;0.39
151;0.39
152;0.39
153;0.39
154;0.39
155;0.39
156;0.39
157;0.39
158;0.39
159;0.39
160;0.39
161;0.39
162;0.39
163;0.39
164;0.39
165;0.39
166;0.39
